"Date","Tweets published","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"2022-12-06","0","33","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2022-12-07","1","84","10","0.11904761904761904","2","0","3","2","1","0","2","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2022-12-08","0","98","13","0.1326530612244898","0","4","0","3","1","0","4","0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2022-12-09","2","113","6","0.05309734513274336","0","0","5","0","0","0","1","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2022-12-10","0","370","12","0.032432432432432434","1","0","8","0","1","1","1","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2022-12-11","0","235","1","0.00425531914893617","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2022-12-12","1","112","9","0.08035714285714286","2","1","2","0","3","0","1","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2022-12-13","0","99","9","0.09090909090909091","1","1","1","2","2","2","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2022-12-14","2","207","7","0.033816425120772944","2","0","3","1","1","0","0","0","0","0","0","0","0","3","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2022-12-15","0","66","5","0.07575757575757576","1","1","1","2","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2022-12-16","0","16","3","0.1875","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2022-12-17","0","33","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2022-12-18","0","10","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2022-12-19","1","67","11","0.16417910447761194","2","0","4","0","1","0","3","0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2022-12-20","1","78","11","0.14102564102564102","2","0","2","1","2","0","4","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2022-12-21","1","71","7","0.09859154929577464","2","0","2","1","0","0","2","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2022-12-22","0","23","4","0.17391304347826086","1","0","1","0","0","0","2","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2022-12-23","0","79","13","0.16455696202531644","6","0","6","1","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2022-12-24","0","27","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2022-12-25","1","105","9","0.08571428571428572","0","0","5","3","1","0","0","0","0","0","0","0","0","1","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2022-12-26","2","274","47","0.17153284671532848","7","0","11","3","12","1","9","0","0","0","0","0","0","4","4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2022-12-27","3","139","18","0.12949640287769784","1","2","2","1","3","0","9","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2022-12-28","0","58","2","0.034482758620689655","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2022-12-29","1","103","13","0.1262135922330097","1","0","6","1","0","0","4","0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2022-12-30","0","86","1","0.011627906976744186","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2022-12-31","0","9","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-01-01","1","109","14","0.12844036697247707","1","2","6","3","1","0","0","0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-01-02","0","48","2","0.041666666666666664","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-01-03","1","218","4","0.01834862385321101","0","0","2","0","0","0","0","0","0","0","0","0","0","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-01-04","0","116","8","0.06896551724137931","1","0","3","0","2","0","0","0","0","0","0","0","0","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-01-05","1","255","5","0.0196078431372549","0","1","2","1","0","0","1","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-01-06","0","50","1","0.02","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-01-07","1","83","5","0.060240963855421686","1","0","2","0","0","1","1","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-01-08","0","67","5","0.07462686567164178","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-01-09","1","126","13","0.10317460317460317","2","0","3","1","2","0","5","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-01-10","0","11","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-01-11","0","18","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-01-12","1","53","2","0.03773584905660377","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-01-13","1","41","2","0.04878048780487805","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-01-14","0","34","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-01-15","0","16","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-01-16","1","98","8","0.08163265306122448","2","0","4","0","1","0","1","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-01-17","0","68","10","0.14705882352941177","1","0","2","4","3","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-01-18","0","291","78","0.26804123711340205","36","0","39","2","1","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-01-19","0","106","6","0.05660377358490566","0","5","0","0","0","0","1","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-01-20","0","106","15","0.14150943396226415","5","0","7","1","0","0","2","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-01-21","0","44","6","0.13636363636363635","2","0","2","0","0","0","2","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-01-22","0","75","20","0.26666666666666666","4","2","11","0","2","0","1","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-01-23","0","139","16","0.11510791366906475","2","1","7","2","1","0","1","0","0","0","1","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-01-24","0","40","3","0.075","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-01-25","0","127","19","0.14960629921259844","3","0","3","0","9","0","2","0","0","0","0","0","0","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-01-26","0","135","12","0.08888888888888889","2","0","3","0","4","0","2","0","0","0","0","0","0","2","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-01-27","0","426","26","0.06103286384976526","3","1","5","0","7","0","9","0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-01-28","0","616","32","0.05194805194805195","3","1","3","0","15","1","8","0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-01-29","0","403","7","0.017369727047146403","1","0","4","1","0","0","1","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-01-30","0","210","16","0.0761904761904762","5","0","7","0","0","0","3","0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-01-31","1","136","22","0.16176470588235295","2","0","5","3","8","1","3","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-02-01","1","107","17","0.1588785046728972","3","2","5","0","1","0","6","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-02-02","0","107","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-02-03","1","144","10","0.06944444444444445","0","0","1","3","2","0","4","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-02-04","0","224","29","0.12946428571428573","24","0","2","0","1","0","0","0","0","0","0","0","0","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-02-05","0","54","5","0.09259259259259259","0","0","0","0","0","0","3","0","0","0","0","0","0","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-02-06","1","221","20","0.09049773755656108","4","0","8","3","3","0","2","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-02-07","0","155","3","0.01935483870967742","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-02-08","1","207","17","0.0821256038647343","4","0","9","0","1","0","1","0","0","0","0","0","0","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-02-09","0","125","7","0.056","0","0","0","0","3","0","3","0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-02-10","1","132","2","0.015151515151515152","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-02-11","0","180","5","0.027777777777777776","1","0","0","0","3","1","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-02-12","0","25","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-02-13","1","161","27","0.16770186335403728","4","0","10","3","2","0","8","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-02-14","1","229","22","0.09606986899563319","2","1","9","2","1","0","4","0","0","0","1","0","0","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-02-15","2","233","32","0.13733905579399142","5","1","8","9","1","0","6","0","0","0","1","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-02-16","1","272","20","0.07352941176470588","3","0","6","1","7","0","3","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-02-17","1","287","15","0.05226480836236934","4","0","6","1","2","0","2","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-02-18","1","221","29","0.13122171945701358","2","0","7","4","2","0","13","0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-02-19","1","669","46","0.0687593423019432","7","0","9","11","5","0","14","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-02-20","1","697","40","0.05738880918220947","4","2","11","8","2","1","12","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-02-21","0","212","5","0.02358490566037736","1","0","1","0","1","0","2","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-02-22","1","278","18","0.06474820143884892","4","1","4","4","0","0","1","0","0","0","0","0","0","4","4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-02-23","0","529","40","0.07561436672967864","1","2","5","11","3","1","15","0","0","0","0","0","0","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-02-24","1","760","71","0.09342105263157895","10","6","14","2","18","0","21","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-02-25","0","1265","41","0.03241106719367589","0","0","5","5","8","2","20","0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-02-26","1","541","16","0.029574861367837338","1","0","7","3","0","0","5","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-02-27","2","355","40","0.11267605633802817","5","1","10","8","5","0","10","0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-02-28","0","151","1","0.006622516556291391","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-03-01","0","109","8","0.07339449541284404","0","0","1","1","0","0","6","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-03-02","1","324","35","0.10802469135802469","3","5","5","4","4","1","10","0","0","0","0","0","0","3","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-03-03","0","93","10","0.10752688172043011","0","0","3","2","2","0","3","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-03-04","1","330","28","0.08484848484848485","4","2","9","5","4","0","4","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-03-05","0","67","2","0.029850746268656716","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-03-06","2","249","44","0.17670682730923695","5","3","10","2","7","0","17","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-03-07","0","276","27","0.09782608695652174","4","2","5","0","6","0","10","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-03-08","1","405","66","0.16296296296296298","2","3","9","5","16","1","29","0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-03-09","0","274","26","0.0948905109489051","0","0","0","0","4","0","21","0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-03-10","1","502","46","0.09163346613545817","6","1","9","5","8","0","17","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-03-11","1","292","13","0.04452054794520548","0","1","4","2","0","0","5","0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-03-12","0","247","3","0.012145748987854251","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-03-13","1","439","24","0.05466970387243736","3","2","8","3","5","0","3","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-03-14","1","265","22","0.0830188679245283","3","0","6","4","4","0","5","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2023-03-15","2","1076","35","0.032527881040892194","5","0","11","2","8","1","8","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"